iter	Logloss
137	0.3988176327
138	0.3984984028
139	0.3981259962
140	0.3978245786
141	0.3974928389
142	0.3971411662
143	0.3965921095
144	0.3961724581
145	0.3957798904
146	0.3952355048
147	0.3948061252
148	0.3943656482
149	0.3941712961
150	0.393880835
151	0.3935724067
152	0.3932455062
153	0.3928125495
154	0.3925301909
155	0.3922067345
156	0.3918790103
157	0.3916231667
158	0.3913400877
159	0.3909275603
160	0.390733298
161	0.390247046
162	0.38990709
163	0.3896766633
164	0.3892612204
165	0.3888604205
166	0.3886350724
167	0.3883897892
168	0.3878733888
169	0.3873918363
170	0.387129147
171	0.386498275
172	0.3860246721
173	0.3857511921
174	0.3855358307
175	0.3853427967
176	0.3850820496
177	0.3849041475
178	0.3846286614
179	0.3843070056
180	0.3840506283
181	0.3836898332
182	0.3834321104
183	0.383054255
184	0.382835758
185	0.3825198761
186	0.3823710831
187	0.3821299981
188	0.381894486
189	0.3815943008
190	0.3813781461
191	0.3811628658
192	0.380840474
193	0.3806450733
194	0.3803806246
195	0.3801156211
196	0.3799480894
197	0.3798100151
198	0.3795292548
199	0.3792495361
200	0.3790807825
201	0.378934545
202	0.3786900995
203	0.3785222086
204	0.3783350061
205	0.3781592259
206	0.3779829947
207	0.3776491689
208	0.3775019343
209	0.3771356972
210	0.3769712542
211	0.3767285666
212	0.3765507456
213	0.3764174286
214	0.3762209282
215	0.3759998591
216	0.3758621953
217	0.3756367954
218	0.375456692
219	0.3753109672
220	0.3750446369
221	0.3748594951
222	0.3746580041
223	0.3744945276
224	0.3742488557
225	0.3741027683
226	0.3739710689
227	0.3737366095
228	0.3734987417
229	0.3733296161
230	0.373123963
231	0.372933479
232	0.3727364609
233	0.3724806554
234	0.372257599
235	0.3721062946
236	0.37193156
237	0.3717348929
238	0.3715869953
239	0.3713147646
240	0.3708712957
241	0.3707400392
242	0.3705900085
243	0.3703267599
244	0.3700583013
245	0.3699300817
246	0.3697507571
247	0.369603395
248	0.3694974959
249	0.3693321296
250	0.3692190291
251	0.369061633
252	0.3688553222
253	0.368721728
254	0.3685350967
255	0.3683231276
256	0.3681254053
257	0.3680223787
258	0.3678497816
259	0.367706
260	0.3674905204
261	0.367244755
262	0.3670446791
263	0.3668883058
264	0.3665545332
265	0.3661934552
266	0.3658279978
267	0.3656120779
268	0.3654097218
269	0.3652947625
270	0.3650927448
271	0.3648662422
272	0.3646507584
273	0.3645000067
274	0.3643288243
275	0.3641915534
276	0.3640319793
277	0.3638820263
278	0.3636823556
279	0.3635164761
280	0.363426871
281	0.3631629664
282	0.3630123719
283	0.3628535452
284	0.3628001722
285	0.3627275881
286	0.3624010377
287	0.3622375447
288	0.3621429499
289	0.3617267727
290	0.3616156189
291	0.3614682673
292	0.3611921686
293	0.3608024478
294	0.3606437789
295	0.3602416791
296	0.3599036811
297	0.3596606384
298	0.35952745
299	0.3593679149
300	0.3592351055
301	0.3591005899
302	0.3589167642
303	0.3587683879
304	0.3585620777
305	0.3584515024
306	0.3582699712
307	0.3580764007
308	0.3579100342
309	0.3578477591
310	0.3577094792
311	0.3575239127
312	0.3574080914
313	0.3572691989
314	0.3571952112
315	0.3570300539
316	0.3569019082
317	0.3567680591
318	0.3565113925
319	0.3563822251
320	0.3561216892
321	0.3560573248
322	0.355894865
323	0.3557221084
324	0.3556499372
325	0.3555482535
326	0.3554275681
327	0.3551102318
328	0.355020093
329	0.354780511
330	0.3546351887
331	0.3545120603
332	0.3543911554
333	0.3542495413
334	0.3541267943
335	0.3540058221
336	0.353707911
337	0.3536253114
338	0.3533058539
339	0.3531456325
340	0.3529884377
341	0.3528270284
342	0.352726343
343	0.3526236781
344	0.3523904153
345	0.3522450426
346	0.3521510072
347	0.3520252786
348	0.3518204501
349	0.3516882544
350	0.3516086691
351	0.3515292638
352	0.3514149631
353	0.3512861011
354	0.3511266867
355	0.3510240819
356	0.3509392015
357	0.35086316
358	0.3506929963
359	0.3504760434
360	0.3503165971
361	0.350214693
362	0.3501191569
363	0.3499174085
364	0.3498253158
365	0.3495782603
366	0.3493061012
367	0.3491561221
368	0.3489611096
369	0.3486989587
370	0.3485677451
371	0.3484583587
372	0.3483344332
373	0.348168162
374	0.3480858674
375	0.3479738124
376	0.3477129052
377	0.3474720909
378	0.3473162634
379	0.3471868012
380	0.3470570538
381	0.3469027814
382	0.3467798549
383	0.3466499728
384	0.3465073942
385	0.3463993341
386	0.3462051376
387	0.3459480641
388	0.3457873474
389	0.345679086
390	0.3455067538
391	0.3453068188
392	0.3451626397
393	0.3449558848
394	0.3448698407
395	0.3448031071
396	0.3445277391
397	0.3443892875
398	0.3442609578
399	0.3441389511
400	0.3440471192
401	0.3439636436
402	0.3439073983
403	0.3437883656
404	0.3436471619
405	0.343493276
406	0.3433127421
407	0.3431764533
408	0.343008793
409	0.3427988093
410	0.3426869979
411	0.3424446782
412	0.3422635246
413	0.3421189183
414	0.3420113509
415	0.3418611956
416	0.3417090269
417	0.3415518205
418	0.3413936629
419	0.3412688064
420	0.3410549561
421	0.3408782666
422	0.3407870997
423	0.3406081894
424	0.3404330697
425	0.3402439049
426	0.3401057993
427	0.3399875879
428	0.3398667426
429	0.339686103
430	0.3395584091
431	0.3393749304
432	0.3392803572
433	0.3391945998
434	0.3390468124
435	0.3389188238
436	0.3386720707
437	0.3385368424
438	0.3384788927
439	0.3383631925
440	0.338128989
441	0.3380292626
442	0.3378945872
443	0.3376785743
444	0.337570685
445	0.3373882648
446	0.3372529177
447	0.3371876241
448	0.3370586381
449	0.3368912137
450	0.3367267643
451	0.3366131431
452	0.3364872738
453	0.3363760143
454	0.3362447578
455	0.3361286606
456	0.3359857221
457	0.3358770701
458	0.3357158408
459	0.3355848477
460	0.3354175653
461	0.3353074444
462	0.3352033277
463	0.3350398605
464	0.3348777459
465	0.3347300219
466	0.3345621726
467	0.3343680825
468	0.3342110032
469	0.3340200527
470	0.3339482829
471	0.3338236274
472	0.3337398932
473	0.333568379
474	0.3334517513
475	0.3332800571
476	0.3332240248
477	0.3330482832
478	0.3329005183
479	0.3327990187
480	0.3326483887
481	0.3325711655
482	0.332330745
483	0.3321233847
484	0.3319643953
485	0.3318548185
486	0.3317307377
487	0.3316539889
488	0.331570476
489	0.3313598309
490	0.3312260555
491	0.3310594894
492	0.3309123211
493	0.3306848905
494	0.3305283441
495	0.330382688
496	0.3302395371
497	0.3301370692
498	0.3299868191
499	0.3298901136
500	0.3297220539
501	0.3296213985
502	0.3294972854
503	0.3293426226
504	0.3291866912
505	0.3290797059
506	0.3289247476
507	0.328785196
508	0.3286671083
509	0.3285345318
510	0.3284263134
511	0.3282958118
512	0.3281860757
513	0.3280255211
514	0.3279133468
515	0.3277784716
516	0.3277136475
517	0.3275654253
518	0.3273667576
519	0.3272170276
520	0.3270448823
521	0.3268825835
522	0.326693295
523	0.3266055721
524	0.3264506514
525	0.3262638485
526	0.3261528469
527	0.3259495455
528	0.3258594681
529	0.3257010318
530	0.3256119743
531	0.3254661694
532	0.3253499179
533	0.3252722708
534	0.3251492626
535	0.3250082993
536	0.324913277
537	0.3246880527
538	0.3246030961
539	0.3244872663
540	0.3243135955
541	0.3241848791
542	0.3240822711
543	0.3239681593
544	0.3238678353
545	0.3237289855
546	0.3236357537
547	0.3235239195
548	0.3234219852
549	0.3233383436
550	0.323248312
551	0.3231564685
552	0.3230446463
553	0.3228756423
554	0.3226906997
555	0.3225327333
556	0.3223964174
557	0.3222916804
558	0.3221762298
559	0.322074591
560	0.3218798834
561	0.3217648197
562	0.3216711286
563	0.3215681272
564	0.3214363528
565	0.3213340401
566	0.3211172574
567	0.3209755598
568	0.3208307872
569	0.3207304971
570	0.3206159379
571	0.3204778479
572	0.3203786386
573	0.3202536767
574	0.3201309378
575	0.3200009516
576	0.3198229069
577	0.3196812251
578	0.319520178
579	0.3193972851
580	0.3193108842
581	0.3191457034
582	0.3189868792
583	0.3189148398
584	0.3187569671
585	0.3185699898
586	0.3184708992
587	0.3183621267
588	0.3182808549
589	0.3181941429
590	0.3181308959
591	0.3179328633
592	0.3177389976
593	0.3176498149
594	0.3175180798
595	0.3173564118
596	0.3172600295
597	0.3170954576
598	0.3169931371
599	0.3168181132
600	0.3166615391
601	0.3165402314
602	0.3164810236
603	0.3163075407
604	0.3162053053
605	0.3160550473
606	0.315912249
607	0.3157969576
608	0.3157095003
609	0.3156139395
610	0.3154600763
611	0.3153500774
612	0.3152705211
613	0.3150860173
614	0.3150160937
615	0.3149302559
616	0.3148522103
617	0.3147279271
618	0.3145828021
619	0.3145066977
620	0.3143382567
621	0.3141489933
622	0.3140421021
623	0.3139476314
624	0.3138787503
625	0.3137933435
626	0.3137264641
627	0.3135873367
628	0.3134706804
629	0.3133431713
630	0.3132547754
631	0.3131864355
632	0.3130870278
633	0.3129818342
634	0.3129026111
635	0.3127353698
636	0.3125759496
637	0.3125007312
638	0.3123544037
639	0.3121846287
640	0.3120327967
641	0.3118290254
642	0.3116898725
643	0.3115842514
644	0.3114832541
645	0.3113970041
646	0.3112772132
647	0.3111027222
648	0.3110292054
649	0.310940067
650	0.3108496019
651	0.3107090685
652	0.3105914183
653	0.3104554177
654	0.3103819418
655	0.3103224499
656	0.3102292735
657	0.3101315565
658	0.3100206404
659	0.3099133079
660	0.3097864669
661	0.3096265304
662	0.3094837314
663	0.3094200104
664	0.3092786998
665	0.3091591851
666	0.3090837039
667	0.3089480589
668	0.3088784674
669	0.3087387962
670	0.308692723
671	0.3085992862
672	0.3085075136
673	0.3083678631
674	0.3082838746
675	0.3082128445
676	0.3080453202
677	0.307979362
678	0.3078885194
679	0.3077607739
680	0.307684538
681	0.3076005707
682	0.3074597491
683	0.3073127835
684	0.3072298644
685	0.3071045477
686	0.3069934299
687	0.306860928
688	0.3067658625
689	0.3066336041
690	0.306514731
691	0.3064574551
692	0.3063626446
693	0.3062638838
694	0.3061755439
695	0.3060326464
696	0.3058608879
697	0.3057703616
698	0.3056552866
699	0.3055326617
700	0.3054653804
701	0.3053228171
702	0.3051802205
703	0.3050921719
704	0.3049596835
705	0.3048770623
706	0.304805749
707	0.3047062808
708	0.3045854677
709	0.3044560949
710	0.3043824223
711	0.3042867872
712	0.3041518741
713	0.3040384889
714	0.3039750176
715	0.3037764358
716	0.3036600654
717	0.3035764453
718	0.3034797543
719	0.3033956365
720	0.3032914895
721	0.3031954676
722	0.3030992436
723	0.3030333875
724	0.3029215239
725	0.3027324936
726	0.3026466408
727	0.3024799195
728	0.3023326801
729	0.302171297
730	0.3021160819
731	0.3020223879
732	0.3019146933
733	0.3018161265
734	0.30171839
735	0.3016237857
736	0.3015132645
737	0.3013988835
738	0.3012762252
739	0.3011337976
740	0.3010264609
741	0.3008881175
742	0.3007796426
743	0.3006056066
744	0.3004877831
745	0.3003406774
746	0.3002295285
747	0.3001458298
748	0.3000496021
749	0.299930482
750	0.2998609929
751	0.2997921151
752	0.2996925041
753	0.2995525646
754	0.2994447568
755	0.299337701
756	0.2992658737
757	0.2991605932
758	0.2990207173
759	0.298909711
760	0.2988370367
761	0.2987851744
762	0.298741125
763	0.2986256791
764	0.298520583
765	0.2984282901
766	0.2983200886
767	0.2982132614
768	0.2981056168
769	0.297989101
770	0.2979215595
771	0.2978726475
772	0.2977538297
773	0.297624096
774	0.2974981869
775	0.2973730131
776	0.2972230101
777	0.2971128379
778	0.2969832923
779	0.2969182415
780	0.2968483895
781	0.2967190915
782	0.2966170237
783	0.2965268571
784	0.2964262351
785	0.2963602187
786	0.2962834985
787	0.2961426228
788	0.2960190574
789	0.2958807884
790	0.2957883981
791	0.2956707593
792	0.2956061535
793	0.2955273526
794	0.2954335614
795	0.2953388735
796	0.2952286011
797	0.2951234
798	0.2950669238
799	0.2949633498
800	0.2948783712
801	0.2947508962
802	0.2946607459
803	0.2945659746
804	0.2944947942
805	0.2944049073
806	0.2942859246
807	0.2941818053
808	0.2940784761
809	0.2939980814
810	0.2939021893
811	0.2937649072
812	0.2936075344
813	0.2935129108
814	0.2934249011
815	0.2932941685
816	0.2931963224
817	0.2930897592
818	0.2929853746
819	0.2929166603
820	0.2928511671
821	0.2927363753
822	0.2926455829
823	0.2925593826
824	0.2924497517
825	0.2923142291
826	0.292233776
827	0.2921370237
828	0.2920364444
829	0.2919398537
830	0.2917829495
831	0.2916762772
832	0.2915960276
833	0.2915271458
834	0.291466825
835	0.291396661
836	0.2913494319
837	0.291292816
838	0.2912383204
839	0.2910822808
840	0.2910088128
841	0.2908999862
842	0.2907842307
843	0.2906932234
844	0.2905856613
845	0.2904822775
846	0.2904284693
847	0.2903390777
848	0.2902769218
849	0.290172008
850	0.2900845125
851	0.2900076747
852	0.2898595189
853	0.289794047
854	0.2896522631
855	0.2895230215
856	0.2894321773
857	0.2893655095
858	0.289284881
859	0.2891734742
860	0.2890783463
861	0.2889921249
862	0.2889369242
863	0.2888737716
864	0.2888041977
865	0.2887227696
866	0.2886375699
867	0.2885752353
868	0.2884178976
869	0.2883277461
870	0.2882594282
871	0.2881400253
872	0.2880334299
873	0.2879222616
874	0.2878799458
875	0.2878060941
876	0.2877589791
877	0.2876579381
878	0.2875734518
879	0.287489736
880	0.2873562343
881	0.2872508329
882	0.2871279293
883	0.2870118934
884	0.2869422188
885	0.2868420025
886	0.2867027698
887	0.286657367
888	0.2865833901
889	0.2864654637
890	0.2863637884
891	0.2862802745
892	0.2862271631
893	0.2861111811
894	0.2859894536
895	0.2859185659
896	0.2858359734
897	0.2857765962
898	0.2856900275
899	0.2856134566
900	0.2855030974
901	0.2854419425
902	0.28537655
903	0.28525672
904	0.2851799568
905	0.2851273338
906	0.2850416189
907	0.2849267901
908	0.2848693591
909	0.2848186862
910	0.2847151832
911	0.2845907628
912	0.284549705
913	0.2844779596
914	0.2844229384
915	0.2843585369
916	0.2842803158
917	0.2842108508
918	0.2841305787
919	0.2840114914
920	0.2839529477
921	0.2838218814
922	0.2837721575
923	0.2836794422
924	0.283613348
925	0.2835469813
926	0.2834294511
927	0.283327276
928	0.2832024101
929	0.2831049788
930	0.283035682
931	0.28296994
932	0.282898691
933	0.2828228473
934	0.2826907544
935	0.2826009159
936	0.2825668271
937	0.2824686465
938	0.2823695623
939	0.2822299275
940	0.2821832604
941	0.282063741
942	0.2819665447
943	0.281849017
944	0.2816825675
945	0.2816118195
946	0.2815596454
947	0.2814350958
948	0.2813258891
949	0.2811717129
950	0.2811230027
951	0.2810405717
952	0.2809362452
953	0.2808363266
954	0.2807670611
955	0.2806974447
956	0.2805968264
957	0.2805178492
958	0.2804377975
959	0.2803917039
960	0.2802630148
961	0.2801863184
962	0.2800571737
963	0.2799187685
964	0.2798061356
965	0.2796987741
966	0.2795689822
967	0.2795228624
968	0.2794412283
969	0.2793806228
970	0.2792889801
971	0.2792387591
972	0.2791930602
973	0.2791153445
974	0.2790404862
975	0.2789568157
976	0.2788851669
977	0.2787592688
978	0.2786247439
979	0.2785126165
980	0.2783826983
981	0.2782905439
982	0.2782222029
983	0.2781603364
984	0.2780734863
985	0.2779450348
986	0.2778546161
987	0.2777842879
988	0.2777396476
989	0.2776321385
990	0.2775343408
991	0.2774040866
992	0.2773347248
993	0.2772420771
994	0.2771792428
995	0.2770639149
996	0.2769882958
997	0.2768950349
998	0.2767715523
999	0.2766789428
