iter	Passed	Remaining
194	1036	4279
195	1040	4269
196	1045	4260
197	1049	4251
198	1053	4242
199	1058	4233
200	1062	4225
201	1067	4215
202	1071	4207
203	1077	4206
204	1082	4197
205	1088	4194
206	1093	4188
207	1098	4183
208	1104	4178
209	1109	4173
210	1116	4173
211	1121	4170
212	1126	4163
213	1131	4155
214	1136	4150
215	1140	4140
216	1145	4133
217	1151	4128
218	1155	4121
219	1161	4117
220	1165	4109
221	1171	4105
222	1177	4102
223	1183	4099
224	1187	4090
225	1192	4084
226	1197	4078
227	1202	4070
228	1206	4061
229	1210	4052
230	1215	4046
231	1220	4041
232	1225	4035
233	1231	4032
234	1236	4025
235	1242	4021
236	1247	4016
237	1252	4009
238	1258	4006
239	1264	4004
240	1271	4005
241	1276	3999
242	1283	3999
243	1289	3995
244	1294	3989
245	1299	3983
246	1305	3980
247	1310	3973
248	1314	3965
249	1321	3964
250	1327	3960
251	1336	3968
252	1341	3960
253	1346	3955
254	1352	3951
255	1358	3946
256	1362	3940
257	1368	3935
258	1372	3927
259	1377	3921
260	1382	3915
261	1387	3907
262	1391	3899
263	1399	3901
264	1405	3899
265	1410	3892
266	1417	3891
267	1423	3888
268	1431	3890
269	1436	3884
270	1443	3883
271	1451	3884
272	1456	3878
273	1461	3873
274	1468	3870
275	1473	3865
276	1478	3860
277	1485	3857
278	1489	3850
279	1496	3847
280	1501	3841
281	1507	3837
282	1511	3830
283	1517	3826
284	1523	3821
285	1528	3816
286	1533	3810
287	1540	3809
288	1547	3806
289	1551	3799
290	1556	3793
291	1561	3786
292	1566	3780
293	1572	3775
294	1576	3767
295	1580	3759
296	1585	3753
297	1590	3746
298	1595	3741
299	1600	3734
300	1606	3730
301	1613	3728
302	1622	3731
303	1627	3725
304	1632	3719
305	1638	3716
306	1642	3708
307	1647	3702
308	1653	3696
309	1659	3692
310	1663	3685
311	1668	3680
312	1673	3672
313	1678	3667
314	1683	3661
315	1689	3657
316	1694	3650
317	1699	3644
318	1705	3641
319	1712	3638
320	1718	3634
321	1724	3630
322	1728	3623
323	1734	3619
324	1739	3613
325	1747	3612
326	1752	3606
327	1757	3600
328	1761	3592
329	1767	3587
330	1773	3584
331	1778	3577
332	1782	3570
333	1787	3564
334	1792	3559
335	1797	3551
336	1802	3545
337	1808	3541
338	1813	3536
339	1817	3528
340	1822	3522
341	1828	3517
342	1833	3511
343	1838	3506
344	1845	3502
345	1849	3496
346	1855	3492
347	1861	3487
348	1865	3479
349	1870	3473
350	1875	3467
351	1879	3460
352	1884	3454
353	1889	3448
354	1895	3443
355	1902	3442
356	1908	3436
357	1913	3431
358	1918	3424
359	1922	3417
360	1928	3412
361	1934	3408
362	1938	3401
363	1945	3399
364	1950	3393
365	1955	3386
366	1961	3383
367	1966	3376
368	1971	3370
369	1976	3364
370	1980	3358
371	1985	3352
372	1990	3345
373	1995	3339
374	2000	3334
375	2005	3328
376	2010	3322
377	2015	3317
378	2023	3314
379	2030	3312
380	2035	3306
381	2042	3304
382	2049	3300
383	2055	3297
384	2060	3290
385	2065	3285
386	2070	3279
387	2075	3273
388	2079	3267
389	2084	3260
390	2089	3254
391	2094	3248
392	2098	3241
393	2104	3236
394	2109	3230
395	2114	3224
396	2120	3221
397	2125	3214
398	2130	3209
399	2135	3203
400	2140	3198
401	2146	3193
402	2152	3188
403	2158	3183
404	2163	3178
405	2169	3174
406	2174	3168
407	2178	3161
408	2184	3156
409	2189	3150
410	2194	3145
411	2199	3139
412	2204	3133
413	2210	3129
414	2215	3122
415	2220	3116
416	2226	3112
417	2231	3106
418	2235	3099
419	2241	3095
420	2246	3089
421	2251	3084
422	2256	3078
423	2261	3072
424	2267	3068
425	2273	3064
426	2280	3059
427	2285	3054
428	2291	3049
429	2296	3043
430	2300	3037
431	2306	3032
432	2314	3030
433	2320	3025
434	2324	3019
435	2333	3018
436	2338	3012
437	2342	3006
438	2347	3000
439	2352	2994
440	2360	2992
441	2366	2987
442	2370	2980
443	2376	2975
444	2381	2970
445	2387	2965
446	2392	2960
447	2397	2953
448	2403	2949
449	2408	2943
450	2413	2938
451	2419	2932
452	2423	2926
453	2427	2919
454	2433	2914
455	2438	2908
456	2444	2903
457	2448	2897
458	2453	2891
459	2458	2885
460	2462	2879
461	2467	2873
462	2473	2868
463	2478	2862
464	2483	2857
465	2488	2851
466	2494	2847
467	2499	2841
468	2504	2836
469	2512	2833
470	2517	2827
471	2523	2822
472	2529	2817
473	2533	2811
474	2538	2806
475	2543	2799
476	2547	2793
477	2551	2786
478	2556	2780
479	2563	2777
480	2568	2770
481	2572	2765
482	2578	2760
483	2583	2754
484	2588	2748
485	2594	2743
486	2598	2737
487	2603	2731
488	2609	2726
489	2614	2721
490	2619	2715
491	2623	2709
492	2630	2705
493	2636	2700
494	2641	2695
495	2647	2690
496	2654	2686
497	2659	2681
498	2664	2675
499	2670	2670
500	2675	2665
501	2681	2659
502	2687	2655
503	2692	2649
504	2696	2643
505	2702	2638
506	2707	2632
507	2711	2625
508	2716	2620
509	2721	2614
510	2725	2608
511	2730	2602
512	2735	2596
513	2739	2590
514	2744	2584
515	2748	2578
516	2753	2572
517	2758	2566
518	2762	2560
519	2766	2554
520	2771	2548
521	2776	2542
522	2782	2537
523	2789	2533
524	2793	2527
525	2799	2522
526	2805	2517
527	2809	2511
528	2815	2506
529	2820	2500
530	2825	2495
531	2831	2491
532	2837	2485
533	2841	2480
534	2848	2475
535	2852	2469
536	2856	2463
537	2864	2459
538	2868	2453
539	2873	2448
540	2878	2442
541	2882	2436
542	2887	2430
543	2892	2424
544	2896	2418
545	2902	2413
546	2907	2407
547	2911	2401
548	2917	2396
549	2921	2390
550	2927	2385
551	2933	2381
552	2938	2375
553	2944	2370
554	2950	2365
555	2954	2359
556	2960	2354
557	2966	2349
558	2970	2343
559	2978	2340
560	2986	2337
561	2994	2333
562	3001	2330
563	3007	2324
564	3012	2319
565	3019	2315
566	3025	2310
567	3031	2305
568	3036	2300
569	3044	2296
570	3050	2292
571	3055	2286
572	3062	2282
573	3067	2276
574	3073	2271
575	3082	2269
576	3087	2263
577	3094	2259
578	3100	2254
579	3105	2249
580	3114	2246
581	3119	2240
582	3126	2236
583	3132	2231
584	3138	2226
585	3144	2221
586	3149	2215
587	3154	2210
588	3160	2205
589	3166	2200
590	3171	2194
591	3176	2189
592	3181	2183
593	3186	2178
594	3190	2171
595	3196	2166
596	3202	2161
597	3207	2156
598	3213	2151
599	3219	2146
600	3225	2141
601	3229	2135
602	3235	2129
603	3240	2124
604	3245	2118
605	3249	2112
606	3254	2107
607	3260	2102
608	3267	2097
609	3271	2091
610	3276	2086
611	3282	2080
612	3286	2075
613	3293	2070
614	3299	2065
615	3303	2059
616	3309	2054
617	3315	2049
618	3319	2043
619	3325	2038
620	3330	2032
621	3334	2026
622	3340	2021
623	3344	2015
624	3349	2009
625	3354	2004
626	3359	1998
627	3366	1994
628	3371	1988
629	3375	1982
630	3382	1977
631	3387	1972
632	3391	1966
633	3396	1960
634	3400	1954
635	3405	1949
636	3411	1944
637	3416	1938
638	3421	1932
639	3425	1926
640	3430	1921
641	3436	1916
642	3441	1910
643	3447	1905
644	3453	1900
645	3458	1895
646	3465	1890
647	3471	1885
648	3476	1880
649	3481	1874
650	3486	1868
651	3490	1862
652	3495	1857
653	3501	1852
654	3505	1846
655	3510	1841
656	3516	1835
657	3521	1830
658	3526	1824
659	3530	1818
660	3535	1813
661	3541	1808
662	3546	1802
663	3552	1797
664	3557	1792
665	3562	1786
666	3570	1782
667	3575	1777
668	3580	1771
669	3587	1766
670	3593	1762
671	3600	1757
672	3606	1752
673	3611	1746
674	3618	1742
675	3624	1737
676	3629	1731
677	3633	1725
678	3639	1720
679	3643	1714
680	3649	1709
681	3654	1703
682	3658	1698
683	3663	1692
684	3668	1686
685	3674	1682
686	3679	1676
687	3683	1670
688	3689	1665
689	3693	1659
690	3698	1653
691	3702	1647
692	3706	1642
693	3711	1636
694	3717	1631
695	3722	1625
696	3728	1620
697	3733	1615
698	3737	1609
699	3742	1603
700	3746	1597
701	3751	1592
702	3755	1586
703	3761	1581
704	3767	1576
705	3772	1570
706	3778	1565
707	3782	1560
708	3787	1554
709	3792	1549
710	3797	1543
711	3803	1538
712	3808	1533
713	3813	1527
714	3819	1522
715	3823	1516
716	3828	1511
717	3833	1505
718	3837	1499
719	3842	1494
720	3848	1489
721	3854	1484
722	3859	1478
723	3864	1473
724	3870	1468
725	3878	1463
726	3884	1458
727	3889	1453
728	3894	1447
729	3899	1442
730	3903	1436
731	3909	1431
732	3915	1426
733	3921	1420
734	3925	1415
735	3931	1410
736	3935	1404
737	3941	1399
738	3946	1393
739	3950	1387
740	3956	1382
741	3962	1377
742	3968	1372
743	3974	1367
744	3981	1362
745	3986	1357
746	3990	1351
747	3997	1346
748	4003	1341
749	4007	1335
750	4013	1330
751	4018	1325
752	4023	1319
753	4029	1314
754	4035	1309
755	4040	1304
756	4045	1298
757	4050	1293
758	4054	1287
759	4059	1281
760	4064	1276
761	4070	1271
762	4075	1265
763	4082	1261
764	4087	1255
765	4093	1250
766	4099	1245
767	4104	1239
768	4109	1234
769	4113	1228
770	4118	1223
771	4123	1217
772	4127	1212
773	4132	1206
774	4139	1201
775	4143	1196
776	4148	1190
777	4152	1184
778	4157	1179
779	4162	1173
780	4167	1168
781	4172	1163
782	4178	1158
783	4183	1152
784	4190	1147
785	4194	1141
786	4199	1136
787	4205	1131
788	4210	1125
789	4215	1120
790	4227	1116
791	4232	1111
792	4241	1107
793	4247	1101
794	4252	1096
795	4257	1091
796	4262	1085
797	4266	1080
798	4272	1074
799	4278	1069
800	4282	1063
801	4287	1058
802	4292	1053
803	4298	1047
804	4305	1042
805	4311	1037
806	4316	1032
807	4321	1026
808	4325	1021
809	4329	1015
810	4335	1010
811	4339	1004
812	4345	999
813	4351	994
814	4356	988
815	4360	983
816	4364	977
817	4369	972
818	4373	966
819	4378	961
820	4384	955
821	4393	951
822	4397	945
823	4402	940
824	4407	934
825	4411	929
826	4415	923
827	4419	918
828	4424	912
829	4428	907
830	4434	901
831	4439	896
832	4443	890
833	4449	885
834	4455	880
835	4459	874
836	4465	869
837	4472	864
838	4476	859
839	4481	853
840	4487	848
841	4492	843
842	4497	837
843	4501	832
844	4506	826
845	4510	821
846	4514	815
847	4520	810
848	4524	804
849	4529	799
850	4534	793
851	4539	788
852	4543	783
853	4548	777
854	4554	772
855	4560	767
856	4564	761
857	4570	756
858	4574	750
859	4579	745
860	4585	740
861	4591	735
862	4597	729
863	4602	724
864	4608	719
865	4613	713
866	4618	708
867	4622	703
868	4627	697
869	4633	692
870	4637	686
871	4643	681
872	4649	676
873	4654	670
874	4658	665
875	4663	660
876	4668	654
877	4674	649
878	4678	644
879	4684	638
880	4690	633
881	4695	628
882	4700	622
883	4706	617
884	4710	612
885	4715	606
886	4720	601
887	4725	596
888	4730	590
889	4734	585
890	4739	579
891	4744	574
892	4748	569
893	4753	563
894	4757	558
895	4763	552
896	4769	547
897	4774	542
898	4780	537
899	4786	531
900	4792	526
901	4797	521
902	4801	515
903	4806	510
904	4811	505
905	4816	499
906	4820	494
907	4825	488
908	4829	483
909	4834	478
910	4840	472
911	4846	467
912	4851	462
913	4856	456
914	4861	451
915	4865	446
916	4870	440
917	4874	435
918	4879	430
919	4885	424
920	4890	419
921	4894	414
922	4900	408
923	4904	403
924	4909	398
925	4914	392
926	4919	387
927	4924	382
928	4931	376
929	4935	371
930	4941	366
931	4946	360
932	4951	355
933	4957	350
934	4961	344
935	4966	339
936	4971	334
937	4976	328
938	4982	323
939	4986	318
940	4991	312
941	4996	307
942	5001	302
943	5005	296
944	5010	291
945	5016	286
946	5020	280
947	5025	275
948	5030	270
949	5035	265
950	5040	259
951	5046	254
952	5052	249
953	5058	243
954	5063	238
955	5067	233
956	5073	227
957	5078	222
958	5083	217
959	5087	211
960	5093	206
961	5098	201
962	5103	196
963	5108	190
964	5112	185
965	5117	180
966	5122	174
967	5127	169
968	5132	164
969	5137	158
970	5142	153
971	5147	148
972	5152	142
973	5157	137
974	5161	132
975	5167	127
976	5172	121
977	5177	116
978	5182	111
979	5187	105
980	5192	100
981	5198	95
982	5202	89
983	5207	84
984	5212	79
985	5217	74
986	5221	68
987	5225	63
988	5230	58
989	5235	52
990	5240	47
991	5245	42
992	5250	37
993	5255	31
994	5261	26
995	5265	21
996	5272	15
997	5278	10
998	5284	5
999	5288	0
