iter	Passed	Remaining
401	1815	2700
402	1819	2695
403	1823	2689
404	1827	2684
405	1832	2681
406	1836	2675
407	1840	2670
408	1844	2664
409	1849	2661
410	1853	2656
411	1858	2651
412	1861	2646
413	1866	2641
414	1870	2636
415	1874	2631
416	1878	2626
417	1883	2622
418	1888	2618
419	1893	2614
420	1899	2611
421	1903	2607
422	1907	2602
423	1911	2597
424	1916	2592
425	1921	2589
426	1925	2584
427	1929	2579
428	1933	2573
429	1937	2568
430	1941	2563
431	1946	2559
432	1949	2553
433	1953	2547
434	1957	2542
435	1961	2537
436	1965	2532
437	1969	2526
438	1973	2521
439	1977	2516
440	1984	2515
441	1988	2510
442	1993	2506
443	1997	2501
444	2002	2497
445	2006	2492
446	2012	2489
447	2018	2487
448	2022	2481
449	2027	2477
450	2031	2473
451	2036	2469
452	2040	2464
453	2044	2459
454	2050	2456
455	2054	2450
456	2058	2445
457	2062	2440
458	2067	2436
459	2071	2431
460	2075	2426
461	2079	2421
462	2084	2417
463	2087	2411
464	2092	2407
465	2096	2402
466	2102	2399
467	2106	2394
468	2111	2390
469	2115	2386
470	2120	2381
471	2125	2377
472	2129	2372
473	2133	2367
474	2138	2363
475	2142	2358
476	2146	2353
477	2150	2348
478	2154	2343
479	2158	2338
480	2162	2333
481	2167	2329
482	2170	2323
483	2174	2318
484	2179	2314
485	2183	2309
486	2188	2305
487	2193	2300
488	2198	2296
489	2201	2291
490	2206	2287
491	2210	2282
492	2214	2277
493	2218	2272
494	2223	2268
495	2227	2263
496	2232	2259
497	2237	2255
498	2241	2250
499	2246	2246
500	2250	2241
501	2255	2237
502	2258	2231
503	2262	2227
504	2267	2222
505	2271	2217
506	2275	2212
507	2283	2211
508	2287	2206
509	2291	2201
510	2295	2196
511	2299	2191
512	2303	2186
513	2307	2181
514	2311	2177
515	2316	2172
516	2320	2168
517	2325	2163
518	2330	2160
519	2335	2155
520	2339	2151
521	2344	2146
522	2349	2142
523	2353	2137
524	2357	2132
525	2361	2127
526	2365	2123
527	2369	2118
528	2374	2114
529	2378	2109
530	2382	2104
531	2386	2099
532	2390	2094
533	2394	2089
534	2398	2084
535	2402	2079
536	2406	2075
537	2412	2071
538	2417	2067
539	2421	2062
540	2426	2058
541	2430	2053
542	2434	2048
543	2438	2044
544	2442	2038
545	2446	2034
546	2450	2029
547	2454	2024
548	2458	2019
549	2462	2015
550	2466	2009
551	2470	2004
552	2474	2000
553	2477	1994
554	2482	1990
555	2486	1985
556	2490	1980
557	2494	1976
558	2499	1972
559	2504	1967
560	2508	1962
561	2514	1959
562	2518	1955
563	2523	1950
564	2528	1946
565	2533	1942
566	2537	1937
567	2541	1932
568	2545	1927
569	2548	1922
570	2553	1918
571	2558	1914
572	2562	1909
573	2565	1904
574	2570	1899
575	2573	1894
576	2577	1889
577	2581	1884
578	2586	1880
579	2590	1875
580	2595	1871
581	2599	1867
582	2603	1862
583	2607	1857
584	2611	1852
585	2615	1847
586	2619	1843
587	2623	1838
588	2627	1833
589	2631	1828
590	2635	1824
591	2639	1819
592	2643	1814
593	2647	1809
594	2653	1805
595	2657	1801
596	2660	1795
597	2664	1791
598	2668	1786
599	2673	1782
600	2677	1777
601	2685	1775
602	2691	1771
603	2695	1767
604	2700	1762
605	2704	1758
606	2709	1754
607	2713	1749
608	2720	1746
609	2726	1743
610	2731	1739
611	2737	1735
612	2743	1731
613	2748	1727
614	2752	1722
615	2757	1719
616	2763	1715
617	2767	1710
618	2772	1706
619	2776	1701
620	2780	1697
621	2784	1692
622	2789	1688
623	2793	1683
624	2797	1678
625	2801	1673
626	2805	1668
627	2809	1664
628	2816	1661
629	2820	1656
630	2824	1651
631	2829	1647
632	2835	1644
633	2839	1639
634	2843	1634
635	2847	1629
636	2851	1624
637	2855	1620
638	2859	1615
639	2863	1610
640	2868	1606
641	2872	1601
642	2876	1596
643	2879	1592
644	2885	1588
645	2889	1583
646	2894	1579
647	2898	1574
648	2903	1570
649	2907	1565
650	2911	1560
651	2915	1556
652	2919	1551
653	2924	1547
654	2928	1542
655	2932	1538
656	2937	1533
657	2943	1529
658	2949	1526
659	2953	1521
660	2958	1517
661	2966	1514
662	2970	1509
663	2975	1505
664	2979	1500
665	2985	1496
666	2988	1492
667	2992	1487
668	2996	1482
669	3001	1478
670	3006	1474
671	3010	1469
672	3015	1465
673	3020	1460
674	3024	1456
675	3028	1451
676	3033	1447
677	3038	1442
678	3042	1438
679	3046	1433
680	3049	1428
681	3053	1423
682	3058	1419
683	3062	1414
684	3067	1410
685	3072	1406
686	3076	1401
687	3080	1397
688	3086	1393
689	3090	1388
690	3095	1384
691	3098	1379
692	3103	1374
693	3108	1370
694	3112	1365
695	3116	1361
696	3121	1357
697	3126	1352
698	3131	1348
699	3135	1343
700	3139	1339
701	3144	1334
702	3148	1330
703	3152	1325
704	3156	1320
705	3161	1316
706	3165	1311
707	3169	1307
708	3173	1302
709	3177	1297
710	3181	1293
711	3185	1288
712	3189	1283
713	3193	1279
714	3197	1274
715	3201	1269
716	3205	1265
717	3210	1260
718	3214	1256
719	3219	1251
720	3223	1247
721	3226	1242
722	3231	1238
723	3235	1233
724	3242	1229
725	3246	1225
726	3250	1220
727	3254	1215
728	3258	1211
729	3263	1206
730	3267	1202
731	3270	1197
732	3275	1193
733	3279	1188
734	3283	1183
735	3287	1179
736	3291	1174
737	3295	1170
738	3300	1165
739	3304	1161
740	3308	1156
741	3312	1151
742	3316	1147
743	3320	1142
744	3324	1137
745	3328	1133
746	3333	1129
747	3338	1124
748	3342	1120
749	3346	1115
750	3349	1110
751	3354	1106
752	3359	1101
753	3362	1097
754	3366	1092
755	3371	1088
756	3376	1083
757	3379	1079
758	3384	1074
759	3388	1070
760	3393	1065
761	3397	1061
762	3402	1056
763	3406	1052
764	3411	1048
765	3415	1043
766	3419	1038
767	3423	1034
768	3428	1029
769	3433	1025
770	3437	1020
771	3442	1016
772	3447	1012
773	3451	1007
774	3455	1003
775	3459	998
776	3463	994
777	3468	989
778	3473	985
779	3477	980
780	3481	976
781	3486	971
782	3492	967
783	3496	963
784	3501	958
785	3505	954
786	3510	950
787	3514	945
788	3518	941
789	3524	936
790	3528	932
791	3534	928
792	3538	923
793	3543	919
794	3547	914
795	3552	910
796	3556	905
797	3560	901
798	3565	896
799	3569	892
800	3573	887
801	3577	883
802	3582	878
803	3586	874
804	3590	869
805	3594	865
806	3598	860
807	3602	856
808	3607	851
809	3610	847
810	3615	842
811	3619	837
812	3623	833
813	3628	829
814	3632	824
815	3637	820
816	3641	815
817	3645	811
818	3649	806
819	3655	802
820	3661	798
821	3667	794
822	3671	789
823	3675	785
824	3679	780
825	3683	776
826	3688	771
827	3693	767
828	3699	763
829	3704	758
830	3713	755
831	3718	750
832	3725	746
833	3732	742
834	3737	738
835	3746	734
836	3751	730
837	3755	726
838	3760	721
839	3764	717
840	3769	712
841	3773	708
842	3777	703
843	3782	699
844	3786	694
845	3790	690
846	3795	685
847	3799	681
848	3803	676
849	3807	671
850	3811	667
851	3815	662
852	3819	658
853	3823	653
854	3827	649
855	3832	644
856	3836	640
857	3841	635
858	3845	631
859	3849	626
860	3853	622
861	3857	617
862	3862	613
863	3866	608
864	3871	604
865	3875	599
866	3880	595
867	3884	590
868	3888	586
869	3893	581
870	3898	577
871	3902	572
872	3906	568
873	3910	563
874	3915	559
875	3919	554
876	3923	550
877	3928	545
878	3932	541
879	3937	536
880	3941	532
881	3946	528
882	3950	523
883	3955	519
884	3959	514
885	3963	509
886	3967	505
887	3973	501
888	3978	496
889	3983	492
890	3988	487
891	3992	483
892	3996	478
893	4000	474
894	4004	469
895	4009	465
896	4013	460
897	4017	456
898	4021	451
899	4026	447
900	4029	442
901	4033	438
902	4037	433
903	4041	429
904	4045	424
905	4049	420
906	4053	415
907	4057	411
908	4061	406
909	4065	402
910	4070	397
911	4073	393
912	4078	388
913	4082	384
914	4086	379
915	4090	375
916	4094	370
917	4100	366
918	4104	361
919	4109	357
920	4114	352
921	4118	348
922	4123	343
923	4127	339
924	4131	335
925	4135	330
926	4140	326
927	4146	321
928	4150	317
929	4154	312
930	4158	308
931	4163	303
932	4167	299
933	4171	294
934	4175	290
935	4181	285
936	4186	281
937	4190	276
938	4194	272
939	4198	267
940	4202	263
941	4206	259
942	4211	254
943	4214	250
944	4219	245
945	4223	241
946	4227	236
947	4232	232
948	4237	227
949	4241	223
950	4245	218
951	4249	214
952	4253	209
953	4257	205
954	4262	200
955	4266	196
956	4270	191
957	4275	187
958	4279	182
959	4284	178
960	4288	174
961	4292	169
962	4296	165
963	4300	160
964	4304	156
965	4308	151
966	4313	147
967	4317	142
968	4320	138
969	4326	133
970	4331	129
971	4335	124
972	4338	120
973	4342	115
974	4346	111
975	4351	106
976	4355	102
977	4360	98
978	4365	93
979	4369	89
980	4375	84
981	4379	80
982	4384	75
983	4388	71
984	4393	66
985	4398	62
986	4402	57
987	4407	53
988	4411	49
989	4417	44
990	4421	40
991	4425	35
992	4430	31
993	4434	26
994	4438	22
995	4443	17
996	4448	13
997	4452	8
998	4456	4
999	4461	0
