iter	Logloss
283	0.3618876451
284	0.3617453858
285	0.361582563
286	0.3613141456
287	0.3611774094
288	0.3610600197
289	0.3609205063
290	0.3607777165
291	0.3606262207
292	0.3603556502
293	0.3601073907
294	0.3600108453
295	0.3598036191
296	0.3594301376
297	0.3591710502
298	0.3587646796
299	0.358612123
300	0.358484904
301	0.3583901372
302	0.3582729035
303	0.3581149173
304	0.3579736565
305	0.3578202261
306	0.3577077979
307	0.3575843234
308	0.3573552855
309	0.3572347442
310	0.3571235641
311	0.3569685423
312	0.356760224
313	0.356590349
314	0.3563266746
315	0.356186506
316	0.3560776038
317	0.3559517578
318	0.3558124316
319	0.3556751337
320	0.3555404569
321	0.3552636145
322	0.3551596113
323	0.3550122969
324	0.3548786187
325	0.3547473744
326	0.354569948
327	0.3543969839
328	0.3542131919
329	0.3540977681
330	0.3540016596
331	0.3538839266
332	0.3537994572
333	0.353723132
334	0.353613949
335	0.3534223248
336	0.3532429014
337	0.3530820445
338	0.3529462132
339	0.3528511032
340	0.3526916504
341	0.3526043102
342	0.3525378767
343	0.3524020142
344	0.3522947347
345	0.3521892649
346	0.3520135236
347	0.3518462074
348	0.3516942436
349	0.35151326
350	0.3513888182
351	0.3511971628
352	0.3510697878
353	0.3508843108
354	0.3507353738
355	0.3505723325
356	0.3503131515
357	0.3499934347
358	0.3499109311
359	0.3498588827
360	0.3497556285
361	0.3496538408
362	0.3495357958
363	0.3493686044
364	0.3491638745
365	0.3490244235
366	0.348825248
367	0.3487195598
368	0.3486139652
369	0.3484308598
370	0.3483192116
371	0.3482006986
372	0.3479630172
373	0.3478336139
374	0.3477450256
375	0.3476437996
376	0.3475011346
377	0.3473815918
378	0.3471028771
379	0.3469089126
380	0.3467415028
381	0.3466300106
382	0.34651156
383	0.3463607819
384	0.3462340934
385	0.3461259713
386	0.3459858026
387	0.3457135472
388	0.3456007133
389	0.3455017339
390	0.3454299022
391	0.345224517
392	0.3450605708
393	0.3449105417
394	0.3448063513
395	0.3446755126
396	0.3443541107
397	0.3442645239
398	0.3441892285
399	0.3440762385
400	0.3439719857
401	0.3437554919
402	0.3435947286
403	0.3435046424
404	0.3432835616
405	0.3431702908
406	0.3430112125
407	0.3428228023
408	0.3426694343
409	0.3425500788
410	0.3424304736
411	0.3422151343
412	0.3420592388
413	0.3419808542
414	0.3418898943
415	0.3417026699
416	0.3415881822
417	0.3414525693
418	0.3412649705
419	0.3411759453
420	0.3409600443
421	0.3407180568
422	0.3405645016
423	0.3404097918
424	0.3402198838
425	0.3400794655
426	0.3398204094
427	0.3397137851
428	0.3395657218
429	0.3394408743
430	0.3393286645
431	0.3392188573
432	0.3390426168
433	0.3388620076
434	0.3387409358
435	0.3386561856
436	0.3384665273
437	0.3382589578
438	0.3381391966
439	0.3380414655
440	0.3379042924
441	0.3377862786
442	0.3377176921
443	0.3375427933
444	0.3372929735
445	0.3371317733
446	0.3369431135
447	0.3367936148
448	0.3366746025
449	0.3365631416
450	0.3364730554
451	0.3362069159
452	0.3360451228
453	0.3358685702
454	0.3357321148
455	0.3355985614
456	0.3353602872
457	0.3352200249
458	0.3351298451
459	0.334885174
460	0.33475031
461	0.3346033389
462	0.3344528729
463	0.3342703603
464	0.3341234827
465	0.3339745769
466	0.3338432702
467	0.3336879364
468	0.3334942839
469	0.3333255323
470	0.3332074561
471	0.3331054188
472	0.3330084678
473	0.3328755697
474	0.3327861388
475	0.3326487473
476	0.332526989
477	0.3323059082
478	0.3321752256
479	0.3320363675
480	0.3318802223
481	0.3317838642
482	0.331684604
483	0.3315452154
484	0.3313232921
485	0.3311986631
486	0.331070508
487	0.3309227879
488	0.3308463379
489	0.3306376139
490	0.3305422855
491	0.3304163771
492	0.3303141526
493	0.3301603789
494	0.3299635749
495	0.329820629
496	0.3296845793
497	0.3295573915
498	0.3294403763
499	0.3293130013
500	0.3291928032
501	0.3290795948
502	0.3289338718
503	0.3288246264
504	0.3287015888
505	0.328578988
506	0.3284396618
507	0.3282563067
508	0.3281692786
509	0.3280824377
510	0.3279497892
511	0.3278828876
512	0.3277664029
513	0.327629417
514	0.3274393218
515	0.3273552893
516	0.327186132
517	0.3270736413
518	0.3269439884
519	0.3268170503
520	0.3267404131
521	0.3265581189
522	0.3263906155
523	0.32621943
524	0.3260618495
525	0.3259420882
526	0.3258318131
527	0.3257122391
528	0.325577968
529	0.3254162373
530	0.3252695782
531	0.3251611753
532	0.3250744279
533	0.3249177835
534	0.3247555536
535	0.3246780115
536	0.3245674243
537	0.3244557137
538	0.324323346
539	0.324164923
540	0.3240598277
541	0.3239437173
542	0.32382302
543	0.3237203586
544	0.3236431598
545	0.3235306691
546	0.3234664199
547	0.3233590779
548	0.3232566038
549	0.3230963397
550	0.3229937719
551	0.3228316668
552	0.322670685
553	0.3225221848
554	0.3224001145
555	0.3223305919
556	0.3221771927
557	0.321989157
558	0.3218851538
559	0.3217594326
560	0.3216477845
561	0.3215317365
562	0.3213856079
563	0.3212581081
564	0.3211326053
565	0.3210008617
566	0.3208859372
567	0.3208048378
568	0.3207003666
569	0.3205950216
570	0.3204658992
571	0.3202957434
572	0.3201240274
573	0.3200199619
574	0.3198946775
575	0.3197804706
576	0.3196685729
577	0.3195176076
578	0.3193735072
579	0.319227597
580	0.3190477367
581	0.3189525955
582	0.3188228802
583	0.3186793415
584	0.318620241
585	0.3185439783
586	0.3184430019
587	0.318329856
588	0.3181959281
589	0.318103408
590	0.318002182
591	0.3178411066
592	0.3177415345
593	0.3175931279
594	0.3174871589
595	0.3173473335
596	0.3172449529
597	0.3171234131
598	0.3170196284
599	0.3168848892
600	0.3167471856
601	0.3166903318
602	0.3165809304
603	0.3164631662
604	0.3163728616
605	0.3162732895
606	0.3160481209
607	0.3159303256
608	0.3158178973
609	0.3156959206
610	0.3155877361
611	0.315492158
612	0.3153606641
613	0.3152359102
614	0.3151193318
615	0.3149470542
616	0.3148431446
617	0.3147302795
618	0.3146135139
619	0.3145113518
620	0.3144341217
621	0.3143856618
622	0.314274825
623	0.3141657043
624	0.3140826079
625	0.3139234047
626	0.3138578138
627	0.3137871054
628	0.3137223881
629	0.3134798077
630	0.3133950575
631	0.3132633139
632	0.3131692024
633	0.3130441989
634	0.3128663982
635	0.3127579952
636	0.3126634469
637	0.3125737352
638	0.3124555966
639	0.3123526544
640	0.3122722727
641	0.3121513882
642	0.3120474786
643	0.3119034406
644	0.311760526
645	0.3116044433
646	0.3114830594
647	0.3113567142
648	0.3112246586
649	0.311116162
650	0.3109608282
651	0.3108242168
652	0.3106962489
653	0.3105941804
654	0.3103917908
655	0.310247784
656	0.3101333587
657	0.3100421804
658	0.3099352441
659	0.3098030948
660	0.3097398754
661	0.3096753142
662	0.3095763037
663	0.3094924896
664	0.3093785323
665	0.3092707847
666	0.309202791
667	0.3091020331
668	0.3090158786
669	0.3088856016
670	0.3087991352
671	0.3086554716
672	0.3085051617
673	0.3083846827
674	0.30830505
675	0.3082259789
676	0.3081113351
677	0.3080141969
678	0.3079566253
679	0.3078531839
680	0.3077718973
681	0.3076826848
682	0.3076023968
683	0.3074707156
684	0.3073090161
685	0.3072565933
686	0.3071577388
687	0.307076577
688	0.3069536642
689	0.3068385836
690	0.3067807625
691	0.3067148283
692	0.3066653386
693	0.3065485106
694	0.3064477215
695	0.3063142305
696	0.3062091664
697	0.3061232928
698	0.3059938271
699	0.305853908
700	0.3057830124
701	0.3056527666
702	0.3055449254
703	0.3054449163
704	0.3053905588
705	0.3052622165
706	0.3051869211
707	0.3051000802
708	0.305007841
709	0.3049488029
710	0.3048620868
711	0.3047895685
712	0.3047006681
713	0.3046539868
714	0.3045119771
715	0.3044261971
716	0.3043416029
717	0.3042505182
718	0.3041692316
719	0.3040351478
720	0.3039115172
721	0.3037642965
722	0.3036392306
723	0.3035404385
724	0.3033852919
725	0.3032757656
726	0.3030740937
727	0.3029810432
728	0.3028835616
729	0.3027892942
730	0.3027071026
731	0.3026378608
732	0.3025885272
733	0.3025084263
734	0.3023867617
735	0.3022913709
736	0.3021706423
737	0.3020694163
738	0.301971498
739	0.3018911163
740	0.3017780327
741	0.3016664158
742	0.3015562966
743	0.3014255204
744	0.3013412382
745	0.301292435
746	0.3012247222
747	0.3011014037
748	0.3009959964
749	0.3008965178
750	0.3008293043
751	0.3007524174
752	0.3006472909
753	0.3005862558
754	0.3004644039
755	0.3003644261
756	0.3002388297
757	0.3001371356
758	0.3000535711
759	0.299983674
760	0.2999070992
761	0.2997606274
762	0.2996761891
763	0.299616839
764	0.2995566152
765	0.2994441869
766	0.29935719
767	0.2992811457
768	0.2991858484
769	0.2990890534
770	0.2990100447
771	0.2989433928
772	0.2988283746
773	0.2987463079
774	0.2986633051
775	0.2985784613
776	0.2984822591
777	0.2983931091
778	0.2983200604
779	0.2982191464
780	0.2981506223
781	0.2980321716
782	0.2979621185
783	0.2978691616
784	0.2978160211
785	0.2977027191
786	0.2975777156
787	0.2974928093
788	0.2974149864
789	0.2973423745
790	0.2972849902
791	0.2971921581
792	0.2971349923
793	0.2970213159
794	0.2969170943
795	0.2967593577
796	0.2966801306
797	0.2966244313
798	0.2964808302
799	0.2963587599
800	0.2962487032
801	0.2961600212
802	0.2960194469
803	0.2959337293
804	0.2958548142
805	0.2957739957
806	0.2957385167
807	0.2956662792
808	0.2955814666
809	0.295515626
810	0.2954137135
811	0.2953086494
812	0.2952585357
813	0.2950779577
814	0.2949844704
815	0.2948894852
816	0.2948311336
817	0.2947811759
818	0.294712995
819	0.2946401647
820	0.2945989441
821	0.2944902603
822	0.2944039499
823	0.294346472
824	0.2942997283
825	0.2942544824
826	0.294157937
827	0.2940510943
828	0.2939620691
829	0.2938849014
830	0.2938345069
831	0.2937649218
832	0.293578103
833	0.2935035253
834	0.2933881951
835	0.293286657
836	0.2931914846
837	0.2931521051
838	0.2930708497
839	0.2929941501
840	0.2928162245
841	0.2927199288
842	0.2926490955
843	0.2925885284
844	0.2925142316
845	0.2924661461
846	0.2923435141
847	0.292232022
848	0.2921507354
849	0.292046857
850	0.2920130942
851	0.2919241938
852	0.2917725733
853	0.2917082929
854	0.2916371476
855	0.2916043521
856	0.2915556114
857	0.2914654004
858	0.2913189597
859	0.2912643214
860	0.2911507386
861	0.2910633984
862	0.2910299477
863	0.2909488171
864	0.2909013245
865	0.2908014091
866	0.29070736
867	0.2906294123
868	0.2905464406
869	0.2904870281
870	0.2904095796
871	0.2903332544
872	0.2901892165
873	0.2900984126
874	0.2900321976
875	0.2899463864
876	0.2898560194
877	0.2898080276
878	0.2897119191
879	0.2896339713
880	0.2895562108
881	0.2894537054
882	0.2893648674
883	0.2893056109
884	0.2892212975
885	0.2891323971
886	0.2890668686
887	0.2889941631
888	0.2889168394
889	0.2888482217
890	0.2887657805
891	0.2886694224
892	0.2886259551
893	0.288554685
894	0.288476082
895	0.2884102414
896	0.2883514529
897	0.2882185548
898	0.2881255043
899	0.2880551391
900	0.2879404641
901	0.2878576485
902	0.2877744585
903	0.2876877424
904	0.2875746901
905	0.2874903143
906	0.2874263459
907	0.2873527355
908	0.2872701696
909	0.287231851
910	0.2871215134
911	0.2870342044
912	0.2869365045
913	0.2868475105
914	0.2867375785
915	0.2866780412
916	0.2866019969
917	0.2865326926
918	0.2864494402
919	0.2863690897
920	0.2862711089
921	0.2861991523
922	0.2860575795
923	0.2859580073
924	0.285896941
925	0.2858365923
926	0.2857672881
927	0.285616354
928	0.2855018038
929	0.2854110624
930	0.285312988
931	0.2852318263
932	0.2851328782
933	0.2850056904
934	0.2849648442
935	0.2848218048
936	0.2847183945
937	0.2846189784
938	0.2845692391
939	0.2844974073
940	0.2844249515
941	0.284335583
942	0.2842280538
943	0.2841241755
944	0.2840817379
945	0.2840060057
946	0.2839565784
947	0.2839082121
948	0.2838232122
949	0.2837592751
950	0.2836957124
951	0.2836179207
952	0.2835321719
953	0.2834600281
954	0.2834046721
955	0.2833418271
956	0.2832799494
957	0.2831824367
958	0.2830834886
959	0.2830151517
960	0.282943788
961	0.2828735476
962	0.2828068333
963	0.2827542233
964	0.2826865105
965	0.2826021971
966	0.282520068
967	0.2824650552
968	0.2823280381
969	0.2821870582
970	0.2821484587
971	0.282083367
972	0.2820025797
973	0.2819016657
974	0.2817427434
975	0.2817037071
976	0.2815943369
977	0.2815546765
978	0.281493891
979	0.2813977201
980	0.2813316922
981	0.2812521843
982	0.2811704296
983	0.2811062117
984	0.2810391541
985	0.2809844534
986	0.2808515865
987	0.2807921115
988	0.2807028991
989	0.2806731304
990	0.2806111903
991	0.280481007
992	0.280406242
993	0.2803395277
994	0.2802710036
995	0.2801796693
996	0.2800597208
997	0.2799586509
998	0.2798948073
999	0.2798088089
